"CodInsc","Inscricao","Codigo","Semestre","Ano","Status","Freq","Nota","Obs","Carga","Creditos"
2512,515,14,"2","2013","Aprovado","Suficiente",10,"",60,4
2513,515,9,"2","2013","Aprovado","Suficiente",8.39999961853027,"",60,4
2514,515,10,"2","2013","Aprovado","Suficiente",6.5,"",60,4
2515,540,10,"2","2013","Aprovado","Suficiente",9,"",60,4
2516,540,13,"2","2013","Aprovado","Suficiente",10,"",60,4
2517,540,12,"2","2013","Aprovado","Suficiente",10,"",150,10
2518,540,14,"2","2013","Aprovado","Suficiente",10,"",60,4
2519,540,28,"2","2013","Aprovado","Suficiente",9.30000019073486,"",45,3
2520,540,9,"2","2013","Aprovado","Suficiente",8.80000019073486,"",60,4
2521,539,10,"2","2013","Aprovado","Suficiente",8,"",60,4
2522,539,13,"2","2013","Aprovado","Suficiente",10,"",60,4
2523,539,12,"2","2013","Aprovado","Suficiente",10,"",150,10
2524,539,14,"2","2013","Aprovado","Suficiente",10,"",60,4
2525,539,28,"2","2013","Aprovado","Suficiente",9.39999961853027,"",45,3
2526,539,9,"2","2013","Aprovado","Suficiente",9.19999980926514,"",60,4
2528,397,13,"2","2013","Aprovado","Suficiente",10,"",60,4
2529,397,12,"2","2013","Aprovado","Suficiente",10,"",150,10
2530,397,14,"2","2013","Aprovado","Suficiente",10,"",60,4
2531,558,10,"2","2013","Aprovado","Suficiente",10,"",60,4
2532,558,13,"2","2013","Aprovado","Suficiente",10,"",60,4
2533,558,12,"2","2013","Aprovado","Suficiente",10,"",150,10
2534,558,14,"2","2013","Aprovado","Suficiente",10,"",60,4
2535,558,9,"2","2013","Aprovado","Suficiente",6.59999990463257,"",60,4
2538,580,11,"2","2013","Aprovado","Suficiente",7,"",60,4
2539,587,11,"2","2013","Aprovado","Suficiente",9,"",60,4
2540,578,11,"2","2013","Aprovado","Suficiente",7,"",60,4
2541,564,11,"2","2013","Reprovado","Insuficiente",0,"",60,4
2542,591,11,"2","2013","Aprovado","Suficiente",7,"",60,4
2543,585,57,"2","2015","Aprovado","Suficiente",6.59999990463257,"",60,4
2544,395,32,"1","2013","Aprovado","Suficiente",,"",510,34
2545,584,11,"1","2013","Aprovado","Suficiente",9,"",60,4
2546,501,9,"1","2013","Aprovado","Suficiente",9.30000019073486,"",60,4
2548,316,55,"1","2015","Aprovado","Suficiente",10,"",60,4
2549,369,25,"2","2013","Aprovado","Suficiente",10,"",60,4
2550,448,32,"1","2013","Aprovado","Suficiente",,"",510,34
2553,501,10,"1","2013","Aprovado","Suficiente",6.5,"",60,4
2554,597,11,"2","2013","Aprovado","Suficiente",10,"",60,4
2555,595,57,"2","2015","Aprovado","Suficiente",8.55000019073486,"",60,4
2556,333,32,"1","2013","Aprovado","Suficiente",,"",510,34
2557,468,44,"2","2013","Aprovado","Suficiente",,"",1200,80
2558,544,28,"2","2013","Aprovado","Suficiente",9.5,"",45,3
2559,543,28,"2","2013","Aprovado","Suficiente",9.30000019073486,"",45,3
2560,486,26,"2","2013","Aprovado","Suficiente",10,"",30,2
2561,486,10,"2","2013","Aprovado","",9.39999961853027,"",60,4
2562,486,11,"2","2013","Aprovado","Suficiente",7.5,"",60,4
2563,486,9,"2","2013","Aprovado","Suficiente",7.5,"",60,4
2564,486,33,"2","2013","Aprovado","Suficiente",10,"",60,4
2565,486,35,"2","2013","Aprovado","Suficiente",10,"",15,1
2566,573,12,"2","2013","Aprovado","Suficiente",10,"",150,10
2567,576,12,"2","2013","Aprovado","Suficiente",9.5,"",150,10
2568,576,54,"2","2013","Aprovado","Suficiente",10,"",60,4
2569,576,14,"2","2013","Aprovado","Suficiente",9,"",60,4
2570,587,13,"2","2013","Aprovado","Suficiente",10,"",60,4
2571,587,12,"2","2013","Aprovado","Suficiente",10,"",150,10
2572,412,44,"2","2013","Aprovado","Suficiente",,"",1200,80
2573,169,32,"2","2013","Aprovado","Suficiente",,"",510,34
2574,99,35,"2","2013","Aprovado","Suficiente",10,"",15,1
2577,560,35,"2","2013","Aprovado","Suficiente",10,"",15,1
2578,598,10,"1","2014","Aprovado","Suficiente",9,"",60,4
2579,598,11,"1","2014","Aprovado","Suficiente",8,"",60,4
2580,603,57,"1","2022","Aprovado","Suficiente",8.89999961853027,"",60,4
2581,519,13,"2","2013","Aprovado","Suficiente",10,"",60,4
2582,494,46,"2","2013","Aprovado","Suficiente",10,"",45,3
2583,523,46,"2","2013","Aprovado","Suficiente",10,"",45,3
2584,438,44,"2","2013","Aprovado","Suficiente",,"",1200,80
2585,510,34,"2","2013","Aprovado","Suficiente",10,"Cursou na Fiocruz",30,2
2586,604,9,"1","2014","Aprovado","Suficiente",10,"",60,4
2587,604,11,"1","2014","Aprovado","Suficiente",8.14999961853027,"",60,4
2588,604,13,"1","2014","Aprovado","Suficiente",10,"",60,4
2589,489,30,"1","2014","Aprovado","Suficiente",10,"",30,2
2591,530,9,"1","2014","Aprovado","Suficiente",9.30000019073486,"",60,4
2593,530,12,"1","2014","Aprovado","Suficiente",10,"",150,10
2594,530,13,"1","2014","Aprovado","Suficiente",10,"",60,4
2595,592,57,"1","2015","Aprovado","Suficiente",8.80000019073486,"",60,4
2597,565,12,"1","2014","Aprovado","Suficiente",10,"",150,10
2598,565,13,"1","2014","Aprovado","Suficiente",10,"",60,4
2599,598,33,"1","2014","Aprovado","Suficiente",10,"",60,4
2600,598,35,"1","2014","Aprovado","Suficiente",10,"",15,1
2601,598,43,"1","2014","Aprovado","Suficiente",10,"",120,8
2602,598,9,"1","2014","Aprovado","Suficiente",7.40000009536743,"",60,4
2603,560,9,"1","2014","Aprovado","Suficiente",8,"",60,4
2605,560,11,"1","2014","Aprovado","Suficiente",7,"",60,4
2606,560,33,"1","2014","Aprovado","Suficiente",10,"",60,4
2607,594,9,"1","2014","Aprovado","Suficiente",7.30000019073486,"",60,4
2608,594,33,"1","2014","Aprovado","Suficiente",10,"",60,4
2610,594,43,"1","2014","Aprovado","Suficiente",10,"",120,8
2611,510,39,"1","2014","Aprovado","Suficiente",10,"",15,1
2612,531,9,"1","2014","Aprovado","Suficiente",9.39999961853027,"",60,4
2613,531,33,"1","2014","Aprovado","Suficiente",10,"",60,4
2614,531,35,"1","2014","Aprovado","Suficiente",10,"",15,1
2615,531,43,"1","2014","Aprovado","Suficiente",10,"",120,8
2616,441,9,"1","2014","Aprovado","",8.89999961853027,"",60,4
2617,441,10,"1","2014","Aprovado","Suficiente",7.40000009536743,"",60,4
2618,441,11,"1","2014","Aprovado","Suficiente",7,"",60,4
2619,441,33,"1","2014","Aprovado","Suficiente",10,"",60,4
2620,441,35,"1","2014","Aprovado","Suficiente",10,"",15,1
2621,441,43,"1","2014","Aprovado","Suficiente",10,"",120,8
2622,490,39,"1","2014","Aprovado","Suficiente",9,"",15,1
2623,583,11,"1","2014","Aprovado","Suficiente",8.94999980926514,"",60,4
2624,583,9,"1","2014","Aprovado","Suficiente",10,"",60,4
2625,583,33,"1","2014","Aprovado","Suficiente",10,"",60,4
2626,583,35,"1","2014","Aprovado","Suficiente",10,"",15,1
2627,583,49,"1","2014","Aprovado","Suficiente",10,"",45,3
2628,492,32,"2","2013","Aprovado","Suficiente",10,"",510,34
2629,540,29,"1","2014","Aprovado","Suficiente",10,"",30,2
2632,242,29,"1","2014","Aprovado","Suficiente",10,"",30,2
2633,558,29,"1","2014","Aprovado","Suficiente",10,"",30,2
2634,574,36,"1","2014","Aprovado","Suficiente",10,"",15,1
2635,574,43,"1","2014","Aprovado","Suficiente",9,"",120,8
2636,264,36,"1","2014","Aprovado","Suficiente",10,"",15,1
2638,573,11,"1","2014","Aprovado","Suficiente",8.05000019073486,"",60,4
2639,573,13,"1","2014","Aprovado","Suficiente",10,"",60,4
2640,573,9,"1","2014","Aprovado","Suficiente",9.10000038146973,"",60,4
2641,419,39,"1","2014","Aprovado","Suficiente",10,"",15,1
2642,495,38,"1","2014","Aprovado","Suficiente",10,"",15,1
2643,530,14,"1","2014","Aprovado","Suficiente",10,"",60,4
2644,264,9,"1","2014","Aprovado","Suficiente",8.5,"",60,4
2645,600,11,"1","2014","Cursando","",,"",60,4
2646,439,30,"1","2014","Aprovado","Suficiente",10,"",30,2
2647,587,29,"1","2014","Aprovado","Suficiente",10,"",30,2
2648,587,9,"1","2014","Aprovado","Suficiente",7.90000009536743,"",60,4
2649,431,31,"1","2014","Aprovado","Suficiente",10,"",30,2
2650,539,29,"1","2014","Aprovado","Suficiente",10,"",30,2
2651,515,29,"1","2014","Aprovado","Suficiente",10,"",30,2
2652,544,29,"1","2014","Aprovado","Suficiente",10,"",30,2
2654,508,30,"1","2014","Aprovado","Suficiente",10,"",30,2
2655,369,9,"1","2014","Aprovado","Suficiente",7.5,"",60,4
2656,307,38,"1","2014","Aprovado","Suficiente",10,"",15,1
2657,414,42,"1","2014","Aprovado","Suficiente",9,"",15,2
2658,99,36,"1","2014","Aprovado","Suficiente",10,"",15,1
2659,99,33,"1","2014","Aprovado","Suficiente",10,"",60,4
2660,99,43,"1","2014","Aprovado","Suficiente",10,"",120,8
2661,417,41,"1","2014","Aprovado","Suficiente",10,"",15,1
2662,505,30,"1","2014","Aprovado","Suficiente",10,"",30,2
2663,494,39,"1","2014","Aprovado","Suficiente",10,"",15,1
2664,523,39,"1","2014","Aprovado","Suficiente",10,"",15,1
2665,554,29,"2","2013","Aprovado","Suficiente",10,"",30,2
2666,554,30,"1","2014","Aprovado","Suficiente",9,"",30,2
2667,485,31,"1","2014","Aprovado","Suficiente",10,"",30,2
2668,519,29,"1","2014","Aprovado","Suficiente",10,"",30,2
2669,560,36,"1","2014","Aprovado","Suficiente",10,"",15,1
2670,604,14,"1","2014","Aprovado","Suficiente",9.5,"",60,4
2671,521,30,"1","2014","Aprovado","Suficiente",10,"",30,2
2672,623,11,"1","2014","Cursando","",,"",60,4
2673,624,11,"2","2014","Aprovado","Suficiente",8.64999961853027,"",60,4
2674,626,11,"1","2014","Cursando","",,"",60,4
2675,498,32,"2","2013","Aprovado","Suficiente",10,"",510,34
2676,525,32,"2","2013","Aprovado","Suficiente",10,"",510,34
2677,316,56,"1","2015","Aprovado","Suficiente",7.09999990463257,"",60,4
2679,617,57,"1","2015","Aprovado","Suficiente",7.40000009536743,"",60,4
2681,609,57,"1","2015","Aprovado","Suficiente",9.14999961853027,"",60,4
2683,615,57,"2","2017","Aprovado","Suficiente",8.39999961853027,"",60,4
2684,611,11,"2","2014","Aprovado","Suficiente",8.19999980926514,"",60,4
2686,602,11,"2","2014","Aprovado","Suficiente",8.80000019073486,"",60,4
2687,575,11,"1","2014","Cursando","",,"",60,4
2688,616,57,"1","2016","Aprovado","Suficiente",9.5,"",60,4
2689,486,36,"1","2014","Aprovado","Suficiente",10,"",15,1
2690,486,43,"1","2014","Aprovado","Suficiente",10,"",120,8
2691,272,41,"1","2014","Aprovado","Suficiente",8,"",15,1
2692,493,30,"1","2014","Aprovado","Suficiente",10,"",30,2
2693,299,30,"1","2014","Aprovado","Suficiente",10,"",30,2
2694,414,28,"1","2014","Aprovado","Suficiente",10,"",45,3
2695,335,44,"1","2014","Aprovado","Suficiente",,"",1200,80
2696,576,13,"1","2014","Aprovado","Suficiente",8.5,"",60,4
2697,576,9,"1","2014","Aprovado","Suficiente",6.90000009536743,"",60,4
2701,583,10,"1","2014","Aprovado","Suficiente",10,"",60,4
2702,628,11,"1","2014","Cursando","",,"",60,4
2704,533,37,"1","2014","Aprovado","Suficiente",10,"",15,1
2705,533,9,"1","2014","Aprovado","Suficiente",8.19999980926514,"",60,4
2706,574,9,"1","2014","Aprovado","Suficiente",6.19999980926514,"",60,4
2707,594,35,"1","2014","Aprovado","Suficiente",9,"",15,1
2708,397,9,"1","2014","Aprovado","Suficiente",8.5,"",60,4
2709,397,29,"1","2014","Aprovado","Suficiente",10,"",30,2
2710,503,31,"1","2014","Aprovado","Suficiente",10,"",30,2
2712,630,57,"2","2023","Aprovado","Suficiente",9.69999980926514,"",60,4
2713,369,30,"1","2014","Aprovado","Suficiente",9.5,"",30,2
2714,542,32,"2","2013","Aprovado","Suficiente",10,"",510,34
2715,487,32,"2","2013","Aprovado","Suficiente",10,"",510,34
2716,581,11,"1","2014","Cursando","",,"",60,4
2717,631,57,"1","2015","Aprovado","Suficiente",8.89999961853027,"",60,4
2718,560,10,"1","2014","Aprovado","Suficiente",6,"",60,4
2719,431,32,"1","2014","Aprovado","Suficiente",,"",510,34
2720,459,32,"2","2013","Aprovado","Suficiente",10,"",510,34
2721,504,44,"2","2013","Aprovado","Suficiente",,"",1200,80
2723,610,11,"1","2014","Cursando","",,"",60,4
2724,589,33,"1","2014","Aprovado","Suficiente",10,"",60,4
2725,589,35,"1","2014","Aprovado","Suficiente",10,"",15,1
2726,589,11,"1","2014","Aprovado","Suficiente",8.5,"",60,4
2727,589,10,"1","2014","Aprovado","Suficiente",9,"",60,4
2728,589,9,"1","2014","Aprovado","Suficiente",6.40000009536743,"",60,4
2729,612,33,"1","2014","Aprovado","Suficiente",10,"",60,4
2730,612,9,"1","2014","Aprovado","Suficiente",7.90000009536743,"",60,4
2731,612,10,"1","2014","Aprovado","Suficiente",7,"",60,4
2732,612,11,"1","2014","Aprovado","Suficiente",10,"",60,4
2733,612,35,"1","2014","Aprovado","Suficiente",10,"",15,1
2734,612,46,"1","2014","Aprovado","Suficiente",10,"",45,3
2735,612,43,"1","2014","Aprovado","Suficiente",10,"",120,8
2736,535,33,"1","2014","Aprovado","Suficiente",10,"",60,4
2737,535,35,"1","2014","Aprovado","Suficiente",10,"",15,1
2738,535,43,"1","2014","Aprovado","Suficiente",10,"",120,8
2739,535,52,"1","2014","Aprovado","Suficiente",10,"",30,2
2740,535,9,"1","2014","Aprovado","Suficiente",6.09999990463257,"",60,4
2741,535,11,"1","2014","Aprovado","Suficiente",9,"",60,4
2742,535,10,"1","2014","Aprovado","Suficiente",8.80000019073486,"",4,60
2743,618,9,"1","2014","Aprovado","Suficiente",9.69999980926514,"",60,4
2744,618,10,"1","2014","Aprovado","Suficiente",8.5,"",60,4
2745,618,11,"1","2014","Aprovado","Suficiente",8.75,"",60,4
2746,618,33,"1","2014","Aprovado","Suficiente",10,"",60,4
2747,618,35,"1","2014","Aprovado","Suficiente",9.5,"",15,1
2748,618,43,"1","2014","Aprovado","Suficiente",10,"",120,8
2749,441,25,"1","2014","Aprovado","Suficiente",9,"",60,4
2750,441,48,"1","2014","Aprovado","Suficiente",10,"",30,2
2751,536,32,"2","2013","Aprovado","Suficiente",,"",510,34
2752,495,44,"1","2014","Aprovado","Suficiente",,"",1200,80
2753,640,57,"1","2015","Aprovado","Suficiente",7.30000019073486,"",60,4
2754,565,10,"2","2013","Aprovado","Suficiente",9,"",60,4
2755,524,39,"1","2014","Aprovado","Suficiente",8,"",15,1
2757,660,11,"1","2016","Aprovado","Suficiente",8.80000019073486,"",60,4
2758,657,11,"2","2014","Cursando","",,"",60,4
2759,658,11,"2","2014","Cursando","",,"",60,4
2760,661,57,"1","2016","Aprovado","Suficiente",7.90000009536743,"",60,4
2761,643,57,"1","2015","Aprovado","Suficiente",9.10000038146973,"",60,4
2762,646,57,"1","2015","Aprovado","Suficiente",8.94999980926514,"",60,4
2763,644,57,"1","2015","Aprovado","Suficiente",8.26000022888184,"",60,4
2767,651,11,"2","2014","Cursando","",,"",60,4
2768,622,57,"1","2015","Aprovado","Suficiente",8.89999961853027,"",60,4
2769,647,57,"2","2016","Aprovado","Suficiente",8.89999961853027,"",60,4
2770,635,11,"2","2014","Cursando","",,"",60,4
2771,633,11,"2","2014","Cursando","",,"",60,4
2772,636,57,"2","2015","Aprovado","Suficiente",7.84999990463257,"",60,4
2773,662,11,"2","2014","Cursando","",,"",60,4
2774,632,11,"2","2014","Cursando","",,"",60,4
2775,655,57,"2","2015","Aprovado","Suficiente",8.80000019073486,"",60,4
2776,656,57,"1","2015","Aprovado","Suficiente",8.80000019073486,"",60,4
2778,620,11,"2","2014","Aprovado","Suficiente",8,"",60,4
2779,620,10,"2","2014","Aprovado","Suficiente",8.39999961853027,"",60,4
2780,620,9,"2","2014","Aprovado","Suficiente",8,"",60,4
2781,583,36,"2","2014","Aprovado","Suficiente",10,"",15,1
2782,583,34,"2","2014","Aprovado","Suficiente",10,"",30,2
2783,583,28,"2","2014","Aprovado","Suficiente",9.5,"",45,3
2784,583,17,"2","2014","Aprovado","Suficiente",8.30000019073486,"",60,4
2785,583,43,"2","2014","Aprovado","Suficiente",10,"",120,8
2786,99,34,"2","2014","Aprovado","Suficiente",9.5,"",30,2
2787,99,46,"2","2014","Aprovado","Suficiente",10,"",45,3
2788,414,44,"2","2014","Aprovado","Suficiente",,"",1200,80
2789,307,39,"2","2014","Aprovado","Suficiente",10,"",15,1
2790,523,40,"2","2014","Aprovado","Suficiente",10,"",15,1
2791,523,17,"2","2014","Aprovado","Suficiente",9.80000019073486,"",60,4
2792,441,36,"2","2014","Aprovado","Suficiente",10,"",15,1
2793,441,34,"2","2014","Aprovado","Suficiente",9.5,"",30,2
2794,441,46,"2","2014","Aprovado","Suficiente",10,"",45,3
2795,589,36,"2","2014","Aprovado","Suficiente",10,"",15,1
2796,589,34,"2","2014","Aprovado","Suficiente",9.5,"",30,2
2797,589,54,"2","2014","Aprovado","Suficiente",7.5,"",60,4
2798,589,43,"2","2014","Aprovado","Suficiente",10,"",120,8
2799,612,36,"2","2014","Aprovado","Suficiente",10,"",15,1
2800,612,34,"2","2014","Aprovado","Suficiente",9.5,"",30,2
2801,486,37,"2","2014","Aprovado","Suficiente",10,"",15,1
2802,486,34,"2","2014","Aprovado","Suficiente",9.5,"",30,2
2803,524,40,"2","2014","Aprovado","Suficiente",8,"",15,1
2804,524,34,"2","2014","Aprovado","Suficiente",9.5,"",30,2
2805,417,42,"2","2014","Aprovado","Suficiente",10,"",15,1
2806,494,40,"2","2014","Aprovado","Suficiente",10,"",15,1
2807,531,36,"2","2014","Aprovado","Suficiente",10,"",15,1
2808,531,10,"2","2014","Aprovado","Suficiente",9.5,"",60,4
2809,531,17,"2","2014","Aprovado","Suficiente",9.30000019073486,"",60,4
2810,535,36,"2","2014","Aprovado","Suficiente",10,"",15,1
2811,535,34,"2","2014","Aprovado","Suficiente",10,"",15,1
2812,533,34,"2","2014","Aprovado","Suficiente",9.5,"",30,2
2813,533,38,"2","2014","Aprovado","Suficiente",10,"",15,1
2814,533,54,"2","2014","Aprovado","Suficiente",7.5,"",60,4
2815,419,40,"2","2014","Aprovado","Suficiente",10,"",15,1
2816,265,10,"2","2014","Aprovado","Suficiente",9,"",60,4
2817,265,33,"2","2014","Aprovado","Suficiente",10,"",60,4
2818,265,35,"2","2014","Aprovado","Suficiente",10,"",15,1
2819,265,43,"2","2014","Aprovado","Suficiente",10,"",120,8
2821,543,34,"2","2014","Aprovado","Suficiente",10,"",30,2
2823,543,38,"2","2014","Aprovado","Suficiente",10,"",15,1
2824,543,37,"1","2014","Aprovado","",10,"",15,1
2825,574,37,"2","2014","Aprovado","Suficiente",10,"",15,1
2826,574,34,"2","2014","Aprovado","Suficiente",9.5,"",30,2
2827,574,54,"2","2014","Aprovado","Suficiente",10,"",60,4
2828,560,37,"2","2014","Aprovado","Suficiente",10,"",15,1
2829,560,46,"2","2014","Aprovado","Suficiente",10,"",45,3
2830,560,34,"2","2014","Aprovado","Suficiente",10,"",30,2
2831,620,33,"2","2014","Aprovado","Suficiente",10,"",60,4
2832,620,35,"2","2014","Aprovado","Suficiente",10,"",15,1
2833,620,43,"2","2014","Aprovado","Suficiente",10,"",120,8
2834,620,34,"2","2014","Aprovado","Suficiente",10,"",30,2
2835,594,10,"2","2014","Aprovado","Suficiente",8,"",60,4
2836,594,36,"2","2014","Aprovado","Suficiente",10,"",15,1
2837,594,54,"2","2014","Aprovado","Suficiente",8.5,"",60,4
2838,598,36,"2","2014","Aprovado","Suficiente",10,"",15,1
2839,598,34,"2","2014","Aprovado","Suficiente",10,"",30,2
2840,598,46,"2","2014","Aprovado","Suficiente",10,"",45,3
2841,272,42,"2","2014","Aprovado","Suficiente",8,"",15,1
2842,264,37,"1","2014","Aprovado","Suficiente",10,"",15,1
2843,264,34,"2","2014","Aprovado","Suficiente",10,"",30,2
2844,264,46,"2","2014","Aprovado","Suficiente",10,"",45,3
2845,490,40,"2","2014","Aprovado","Suficiente",10,"",15,1
2847,553,55,"1","2015","Aprovado","Suficiente",8.5,"",60,4
2848,640,55,"1","2015","Aprovado","Suficiente",6.5,"",60,4
2849,539,30,"2","2014","Aprovado","Suficiente",10,"",30,2
2850,369,31,"2","2014","Aprovado","Suficiente",10,"",30,2
2851,602,10,"2","2014","Aprovado","Suficiente",8,"",60,4
2852,602,12,"2","2014","Aprovado","Suficiente",10,"",150,10
2853,602,13,"2","2014","Aprovado","Suficiente",10,"",60,4
2854,602,14,"2","2014","Aprovado","Suficiente",10,"",60,4
2855,554,31,"2","2014","Aprovado","Suficiente",10,"",30,2
2856,485,32,"2","2014","Aprovado","Suficiente",,"",510,34
2857,515,30,"2","2014","Aprovado","Suficiente",10,"",30,2
2858,530,29,"2","2014","Aprovado","Suficiente",9.5,"",30,2
2859,530,10,"2","2014","Aprovado","Suficiente",9,"",60,4
2860,573,10,"2","2014","Aprovado","Suficiente",7.5,"",60,4
2861,573,29,"2","2014","Aprovado","Suficiente",10,"",30,2
2862,573,14,"2","2014","Aprovado","Suficiente",10,"",60,4
2863,508,31,"2","2014","Aprovado","Suficiente",10,"",30,2
2864,624,10,"2","2014","Aprovado","Suficiente",9.5,"",60,4
2865,624,12,"2","2014","Aprovado","Suficiente",10,"",150,10
2866,624,13,"2","2014","Aprovado","Suficiente",10,"",60,4
2867,624,14,"2","2014","Aprovado","Suficiente",10,"",60,4
2868,519,30,"2","2014","Aprovado","Suficiente",10,"",30,2
2869,505,31,"2","2014","Aprovado","Suficiente",10,"",30,2
2870,565,29,"2","2014","Aprovado","Suficiente",10,"",30,2
2871,540,30,"2","2014","Aprovado","Suficiente",10,"",30,2
2872,576,29,"2","2014","Aprovado","Suficiente",8,"",30,2
2873,576,10,"2","2015","Aprovado","Suficiente",6.5,"",60,4
2874,587,10,"2","2014","Aprovado","Suficiente",9.5,"",60,4
2875,503,32,"2","2014","Aprovado","Suficiente",,"",510,34
2876,242,30,"2","2014","Aprovado","Suficiente",10,"",30,2
2877,604,10,"2","2014","Aprovado","Suficiente",9,"",60,4
2878,604,29,"2","2014","Aprovado","Suficiente",9.5,"",30,2
2879,604,12,"2","2014","Aprovado","Suficiente",9.5,"",150,10
2880,558,30,"2","2014","Aprovado","Suficiente",10,"",30,2
2881,521,31,"2","2014","Aprovado","Suficiente",10,"",30,2
2882,521,32,"2","2014","Aprovado","",,"",510,34
2883,509,12,"2","2014","Aprovado","Suficiente",10,"",150,10
2884,509,13,"2","2014","Aprovado","Suficiente",10,"",60,4
2885,509,10,"2","2014","Aprovado","Suficiente",7,"",60,4
2886,489,31,"2","2014","Aprovado","Suficiente",10,"",30,2
2888,439,31,"2","2014","Aprovado","Suficiente",10,"",30,2
2889,397,10,"2","2014","Aprovado","Suficiente",9,"",60,4
2890,397,30,"2","2014","Aprovado","Suficiente",10,"",30,2
2891,299,31,"2","2014","Aprovado","Suficiente",10,"",30,2
2892,611,10,"2","2014","Aprovado","Suficiente",9.5,"",60,4
2893,611,12,"2","2014","Aprovado","Suficiente",10,"",150,10
2894,611,13,"2","2014","Aprovado","Suficiente",10,"",60,4
2895,611,14,"2","2014","Aprovado","Suficiente",10,"",60,4
2896,544,30,"2","2014","Aprovado","Suficiente",10,"",30,2
2898,618,36,"2","2014","Aprovado","Suficiente",10,"",15,1
2899,618,54,"2","2014","Aprovado","Suficiente",10,"",60,4
2900,99,37,"2","2014","Aprovado","Suficiente",10,"",15,1
2901,560,43,"2","2014","Aprovado","Suficiente",10,"",120,8
2902,587,30,"2","2014","Aprovado","Suficiente",10,"",30,2
2903,663,10,"2","2014","Aprovado","Suficiente",6.5,"",60,4
2904,493,31,"2","2014","Aprovado","Suficiente",10,"",30,2
2905,510,44,"1","2014","Aprovado","Suficiente",,"",1200,80
2906,502,58,"2","2014","Aprovado","Suficiente",10,"",60,4
2907,502,60,"2","2014","Aprovado","Suficiente",10,"",15,1
2908,502,68,"2","2014","Aprovado","Suficiente",10,"",120,8
2909,502,89,"2","2014","Aprovado","Suficiente",10,"",45,3
2910,483,58,"2","2014","Aprovado","Suficiente",10,"",60,4
2911,483,60,"2","2014","Aprovado","Suficiente",10,"",15,1
2912,483,68,"2","2014","Aprovado","Suficiente",10,"",120,8
2913,483,89,"2","2014","Aprovado","Suficiente",10,"",45,3
2914,481,58,"2","2014","Aprovado","Suficiente",10,"",60,4
2915,481,60,"2","2014","Aprovado","Suficiente",10,"",15,1
2916,481,68,"2","2014","Aprovado","Suficiente",10,"",120,8
2917,481,89,"2","2014","Aprovado","Suficiente",10,"",45,3
2918,281,58,"2","2014","Aprovado","Suficiente",10,"",60,4
2919,281,60,"2","2014","Aprovado","Suficiente",9,"",15,1
2920,281,68,"2","2014","Aprovado","Suficiente",10,"",120,8
2921,281,89,"2","2014","Aprovado","Suficiente",10,"",45,3
2922,316,58,"2","2014","Aprovado","Suficiente",10,"",60,4
2923,316,60,"2","2014","Aprovado","Suficiente",10,"",15,1
2924,316,68,"2","2014","Aprovado","Suficiente",10,"",120,8
2925,609,70,"1","2015","Aprovado","Suficiente",10,"",150,10
2926,609,72,"1","2015","Aprovado","Suficiente",10,"",60,4
2927,475,70,"2","2014","Aprovado","Suficiente",10,"",150,10
2928,493,32,"2","2014","Aprovado","Suficiente",,"",510,34
2929,594,11,"1","2014","Aprovado","Suficiente",8,"",60,4
2930,519,32,"2","2014","Aprovado","Suficiente",,"",510,34
2931,272,44,"2","2014","Aprovado","Suficiente",,"",1200,80
2932,439,32,"2","2014","Aprovado","Suficiente",,"",510,34
2933,299,32,"2","2014","Aprovado","Suficiente",,"",510,34
2934,582,55,"1","2015","Aprovado","Suficiente",8.5,"",60,4
2935,540,32,"2","2014","Aprovado","Suficiente",,"",510,34
2936,594,34,"2","2014","Aprovado","Suficiente",7,"",30,2
2937,625,11,"2","2015","Aprovado","Suficiente",8.30000019073486,"",60,4
2938,369,32,"1","2015","Aprovado","",,"",510,34
2939,508,32,"1","2015","Aprovado","",,"",510,34
2940,558,32,"1","2015","Aprovado","Suficiente",,"",510,34
2941,281,59,"2","2014","Aprovado","Suficiente",10,"",30,2
2942,489,32,"1","2015","Aprovado","Suficiente",,"",510,34
2943,554,32,"1","2015","Aprovado","Suficiente",,"",510,34
2944,539,31,"1","2015","Aprovado","Suficiente",10,"",30,2
2945,602,29,"1","2015","Aprovado","Suficiente",10,"",30,2
2946,602,9,"1","2015","Aprovado","Suficiente",9.89999961853027,"",60,4
2947,530,30,"1","2015","Aprovado","Suficiente",9.5,"",30,2
2948,573,30,"1","2015","Aprovado","Suficiente",10,"",30,2
2949,624,29,"1","2015","Aprovado","Suficiente",10,"",30,2
2950,565,30,"1","2015","Aprovado","Suficiente",10,"",30,2
2951,565,14,"1","2015","Aprovado","Suficiente",10,"",60,4
2952,565,46,"1","2015","Aprovado","Suficiente",10,"",45,3
2953,587,31,"1","2015","Aprovado","Suficiente",10,"",30,2
2954,242,31,"1","2015","Aprovado","Suficiente",10,"",30,2
2955,604,30,"1","2015","Aprovado","Suficiente",9.5,"",30,2
2956,509,29,"1","2015","Aprovado","Suficiente",10,"",30,2
2957,509,9,"1","2015","Aprovado","Suficiente",8.60000038146973,"",60,4
2958,509,14,"1","2015","Aprovado","Suficiente",10,"",60,4
2959,397,31,"1","2015","Aprovado","Suficiente",10,"",30,2
2960,611,29,"1","2015","Aprovado","Suficiente",10,"",30,2
2961,544,31,"1","2015","Aprovado","Suficiente",10,"",30,2
